Open,High,Low,Close,Adj Close
13.05,13.194667,12.990667,13.094,13.094
13.099333,13.501333,13.093333,13.361333,13.361333
13.361333,13.713333,13.266667,13.693333,13.693333
13.8,13.962,13.666667,13.756,13.756
13.79,13.85,13.594,13.642667,13.642667
13.758,13.8,13.437333,13.681333,13.681333
13.76,13.818667,13.533333,13.762,13.762
13.732667,14.012,13.711333,13.83,13.83
13.766667,14.066667,13.766667,13.932667,13.932667
13.976667,13.998667,13.640667,13.720667,13.720667
13.834,13.883333,13.684,13.751333,13.751333
13.706667,13.822,13.372,13.38,13.38
13.480667,13.665333,13.303333,13.602,13.602
14.153333,14.378,13.883333,14.246667,14.246667
14.206667,14.221333,13.921333,14.094,14.094
14.149333,14.21,13.874667,13.897333,13.897333
13.497333,13.614,13.347333,13.4,13.4
13.4,13.421333,13.053333,13.107333,13.107333
13.423333,13.609333,13.310667,13.396667,13.396667
13.456667,13.48,13.220667,13.34,13.34
13.396667,13.592,13.361333,13.434,13.434
13.366667,13.393333,13.136667,13.349333,13.349333
13.377333,13.428667,13.086667,13.100667,13.100667
13.136667,13.226,12.8,12.930667,12.930667
13.066,13.298,12.884,13.273333,13.273333
13.316,13.777333,13.204,13.570667,13.570667
13.474667,13.533333,13.136667,13.273333,13.273333
13.24,13.438,13.160667,13.339333,13.339333
13.4,13.596667,13.35,13.517333,13.517333
13.526667,13.646,13.413333,13.489333,13.489333
13.4,13.546,13.34,13.482667,13.482667
14.089333,14.246667,13.443333,13.600667,13.600667
13.6,13.688,13.322,13.331333,13.331333
13.499333,13.499333,13.054,13.182,13.182
13.202667,13.233333,12.540667,12.719333,12.719333
12.67,12.846667,12.500667,12.534667,12.534667
12.6,12.764667,12.469333,12.494667,12.494667
12.6,12.897333,12.397333,12.704,12.704
12.906,12.952667,12.67,12.880667,12.880667
12.919333,13.166,12.750667,12.996,12.996
12.458667,12.8,12.263333,12.670667,12.670667
12.736667,12.774,12.028,12.356667,12.356667
12.282667,12.592,12.2,12.570667,12.570667
12.533333,12.55,11.879333,12.096667,12.096667
12.185333,12.428667,12.136667,12.251333,12.251333
12.176667,12.315333,12.080667,12.262,12.262
12.232667,12.632667,12.140667,12.577333,12.577333
12.71,12.866667,12.333333,12.334667,12.334667
12.336,12.592667,12.294,12.301333,12.301333
12.389333,12.764667,12.247333,12.744667,12.744667
12.707333,13.042667,12.6,12.876,12.876
12.909333,13.149333,12.909333,13.11,13.11
13.032,13.29,12.97,13.074667,13.074667
13.037333,13.115333,12.633333,12.638,12.638
12.733333,12.792667,12.5,12.626667,12.626667
12.55,12.568667,12.066667,12.125333,12.125333
12.192,12.325333,12.0,12.098,12.098
12.167333,12.592667,12.167333,12.453333,12.453333
12.368,12.438667,12.178667,12.39,12.39
12.41,12.893333,12.333333,12.876667,12.876667
12.803333,12.833333,12.636,12.819333,12.819333
12.724667,12.922667,12.720667,12.812,12.812
12.853333,12.961333,12.745333,12.828667,12.828667
12.878667,13.418667,12.866667,13.21,13.21
13.249333,13.533333,13.117333,13.246,13.246
13.227333,13.382667,13.159333,13.172,13.172
13.205333,13.506,13.173333,13.499333,13.499333
13.499333,13.63,13.322667,13.515333,13.515333
13.536667,13.933333,13.5,13.919333,13.919333
13.896667,14.148667,13.827333,13.846667,13.846667
13.881333,13.999333,13.766667,13.896667,13.896667
13.866667,14.23,13.847333,14.222667,14.222667
14.325333,14.816667,14.294667,14.635333,14.635333
14.768667,14.92,14.48,14.649333,14.649333
14.570667,14.613333,14.274667,14.312,14.312
14.42,14.5,14.112,14.246,14.246
14.324,14.688667,14.064,14.466,14.466
14.316667,15.2,14.287333,15.132667,15.132667
15.094667,15.165333,14.796667,15.116667,15.116667
15.128667,15.354,15.03,15.267333,15.267333
15.264667,15.461333,15.2,15.418667,15.418667
15.466667,15.466667,15.126,15.324667,15.324667
15.271333,15.332,15.112,15.315333,15.315333
15.270667,15.38,15.038667,15.306,15.306
15.333333,15.856667,15.306,15.85,15.85
15.78,15.997333,15.624667,15.705333,15.705333
15.776667,15.980667,15.705333,15.890667,15.890667
16.483334,16.578667,16.049999,16.250668,16.250668
16.364,16.4,16.200666,16.315332,16.315332
16.389999,16.726,16.366667,16.594667,16.594667
16.666668,16.986668,16.643333,16.974001,16.974001
17.153999,17.230667,16.786667,16.964666,16.964666
16.952667,17.049334,16.716667,16.834,16.834
16.758667,16.866667,16.568001,16.863333,16.863333
16.835333,17.019333,16.473333,16.708668,16.708668
16.615999,17.059334,16.513332,16.795334,16.795334
16.870001,16.879999,16.603333,16.615999,16.615999
16.556,16.827999,16.514,16.77,16.77
16.794001,16.812,16.645332,16.755333,16.755333
16.733334,17.188,16.708668,17.184668,17.184668
17.212667,17.333332,17.094667,17.165333,17.165333
17.156668,17.557333,17.08,17.472,17.472
17.75,18.078667,17.743334,17.946667,17.946667
17.986,18.063334,17.740667,17.948668,17.948668
18.049334,18.719334,18.034,18.706667,18.706667
18.601999,19.159332,18.573999,18.732,18.732
18.666668,18.816,18.429333,18.650667,18.650667
18.506666,18.666668,17.9,17.93,17.93
17.719999,18.192667,17.610001,18.148666,18.148666
18.363333,18.76,18.267332,18.492666,18.492666
18.687332,18.896667,18.173332,18.233999,18.233999
17.6,17.643999,17.037333,17.066,17.066
16.844,17.216667,16.68,17.133333,17.133333
16.544666,16.557333,16.134001,16.415333,16.415333
16.279333,16.733334,16.26,16.666,16.666
16.945333,16.99,16.607332,16.667999,16.667999
16.647333,16.885332,16.551332,16.698668,16.698668
16.716,16.793333,16.6,16.771334,16.771334
16.527332,16.780001,16.500668,16.747334,16.747334
16.794666,16.926001,16.554667,16.572666,16.572666
16.466667,16.671333,16.354668,16.458,16.458
16.508667,16.577333,16.200001,16.326668,16.326668
16.414,16.433332,16.200001,16.246,16.246
16.321333,16.456667,16.185333,16.411333,16.411333
16.407333,17.208,16.401333,17.200001,17.200001
17.133333,17.4,16.951332,17.048668,17.048668
17.493334,17.716667,17.270666,17.469999,17.469999
17.6,17.688667,17.413334,17.433332,17.433332
17.373333,17.636667,17.254667,17.461332,17.461332
